original_text,summary
i just purchased a viewsonic 17 and and orchid p9000 in short i am happy with the monitor and unhappy with the card i have spent a lot more time futzing with the card so that is what i am going to write about the monitor is pretty the moires i had under simcity on my 17 magnavox went away it isn t as heavy as i thought it would be 45 lbs i think so much for the monitor on to the bitch session and test results in going with the modern trend the orchid p9000 card only supports 16 colors in 640x480 mode without a driver of course this breaks any dos program which uses svga modes like most of my cd roms the compudyne whiplash vga orchid fahrenheit 1280 and orchid f vlb all share this limitation those are all s3 cards which means it is an s3 problem for them the p9000 uses a weitek vga chip which also doesn t support them the hercules graphite card does seem to have these modes but i didn t run the same test cases as i did on the other boards during the brief time i had it it was able to print the splash screen for the grolier s encyclopedia though which the s3 cards just printed as hash which is why i suspect the svga modes are supported the supported resolutions really annoy me you can do 1280x1024 at 75hz if you tell the driver you have an nec 5fg they only have about six monitors listed plus generic and if you choose generic you can t get any high refreshes at all but at 1024x768 you are limited to 70hz seems to me that the hardware should be able to support the bandwidth if it can do 75hz at 1280 it sure should be able to do it at 1024 higher vertical resolution was the main reason i bought the card over the orchid f vlb i currently have and it will do 1024x768x70 hz as well the higher graphics modes all crash hp dashboard i just got off the phone with orchid and with the 1 1 drivers i don t know what i have he was unable to recreate the problem on the plus side their tech rep was as helpful as he could be and booted up the program on his computer to verify he didn t have the problem he didn t know why they limited the refresh to 70 hz either the board is faster that the ofvlb for most things according to the hercules speedy program this program tests various operations and reports the results in pixels second i don t have the numbers for the graphite card but they were close to half of the ofvlb ie slower but that was running in a 20mhz 386 isa so the numbers aren t really comparable the following numbers were all obtained using a 486 33 mhz air motherboard umc chipset with 8 mb memory i give ranges because the program reports the numbers as it computes them and these tend to jump around a bit k means thousand not 1024 m means million pixels per second orchid fahrenheit vlb orchid p9000 chip s3 805 weitek 9000 dib to screen 182k 190k 228k 240k memory to screen 5 9m 6 2m 8 4m 8 9m screen to screen 14m 14 8m 29m 30 8m vector solid 2 4m 2 8m 2 9m vector styled 55k 58k 449k 473k polygon shaded 1 8m 2 1m 1 6m 1 9m polygon hatched 6 9m 7 9m 1 3m 1 7m ternary rops 1 9m 2 4m 477k 520k font 130k 160k 46k 55k 1 2m the dib to screen test takes a device independent bitmap of a face and transfers it to the screen i have no idea what is being done internally as far as conversions go the memory to screen takes the same face and copies it to the screen my guess is after it has been rasterized into a bitmap that can just be copied to the video display the screen to screen test copies that face from place to place on the screen awesome interestingly the solid vectors and shaded polygons show no improvement and hatched polygons ie filled with cross hatching and ternary rops whatever they are graphics operations like xors maybe are a dead loss on the 9000 i give two numbers for the 9000 fonts because i think they are caching when the fonts are first drawn on the screen they are done fairly slowly 1 3 the speed of the ofvlb then the speed increases dramatically sounds like programming to a benchmark to me i make no claims that these numbers mean anything at all its just what i saw when i ran them on my computer i normally don t write disclaimers but this time maybe i d better my testing is totally unconnected with my work i program under unix on decstations is done completely without the knowledge blessing or equipment of my company,i just purchased a viewsonic 17 and and orchid p9000 in short i am happy with the monitor and unhappy with the card i have spent a lot more time futzing with the card so that is what i am going to write about the monitor is pretty the moires i had under simcity on my 17 magnavox went away it isn t as heavy as i thought it would be 45 lbs i think so much for the monitor on to the bitch session and test results in going with the modern trend the orchid p9000 card only supports 16 colors in 640x480 mode without a driver of course this breaks any dos program which uses svga modes like most of my cd roms the compudyne whiplash vga orchid fahrenheit 1280 and orchid f vlb all share this limitation those are all s3 cards which means it is an s3 problem for them the p9000 uses a weitek vga chip which also doesn t support them the hercules graphite card does seem to have these modes but i didn t run the same test cases as i did on the other boards during the brief time i had it it was able to print the splash screen for the grolier s encyclopedia though which the s3 cards just printed as hash which is why i suspect the svga modes are supported the supported resolutions really annoy me you can do 1280x1024 at 75hz if you tell the driver you have an nec 5fg they only have about six monitors listed plus generic and if you choose generic you can t get any high refreshes at all but at 1024x768 you are limited to 70hz seems to me that the hardware should be able to support the bandwidth if it can do 75hz at 1280 it sure should be able to do it at 1024 higher vertical resolution was the main reason i bought the card over the orchid f vlb i currently have and it will do 1024x768x70 hz as well the higher graphics modes all crash hp dashboard i just got off the phone with orchid and with the 1 1 drivers i don t know what i have he was unable to recreate the problem on the plus side their tech rep was as helpful as he could be and booted up the program on his computer to verify he didn t have the problem he didn t know why they limited the refresh to 70 hz either the board is faster that the ofvlb for most things according to the hercules speedy program this program tests various operations and reports the results in pixels second i don t have the numbers for the graphite card but they were close to half of the ofvlb ie slower but that was running in a 20mhz 386 isa so the numbers aren t really comparable the following numbers were all obtained using a 486 33 mhz air motherboard umc chipset with 8 mb memory i give ranges because the program reports the numbers as it computes them and these tend to jump around a bit k means thousand not 1024 m means million pixels per second orchid fahrenheit vlb orchid p9000 chip s3 805 weitek 9000 dib to screen 182k 190k 228k 240k memory to screen 5 9m 6 2m 8 4m 8 9m screen to screen 14m 14 8m 29m 30 8m vector solid 2 4m 2 8m 2 9m vector styled 55k 58k 449k 473k polygon shaded 1 8m 2 1m 1 6m 1 9m polygon hatched 6 9m 7 9m 1 3m 1 7m ternary rops 1 9m 2 4m 477k 520k font 130k 160k 46k 55k 1 2m the dib to screen test takes a device independent bitmap of a face and transfers it to the screen i have no idea what is being done internally as far as conversions go the memory to screen takes the same face and copies it to the screen my guess is after it has been rasterized into a bitmap that can just be copied to the video display the screen to screen test copies that face from place to place on the screen awesome interestingly the solid vectors and shaded polygons show no improvement and hatched polygons ie filled with cross hatching and ternary rops whatever they are graphics operations like xors maybe are a dead loss on the 9000 i give two numbers for the 9000 fonts because i think they are caching when the fonts are first drawn on the screen they are done fairly slowly 1 3 the speed of the ofvlb then the speed increases dramatically sounds like programming to a benchmark to me i make no claims that these numbers mean anything at all its just what i saw when i ran them on my computer i normally don t write disclaimers but this time maybe i d better my testing is totally unconnected with my work i program under unix on decstations is done completely without the knowledge blessing or equipment of my company
i need to add to your message i have a major problem on my hands i have a rodime 60 series ro3000t external hard drive rodime is out of business and not writing any more drivers in particular drivers compatable with system 7 1 after talking to rodime they recommended the following hard drive manufacturers and their driver software that were compatable scsi hard drive manufacturer driver software fwb hard disk tool kit fwb hard disk tool kit personal la cie silverlining 5 2 or higher casa blanca driver software drive7 if anybody has experience with these driver software packages please reply if there is shareware out there i would like to get my hands on it i would much rather send a good developer the 25 or so because most of the software i mentioned if purchased would cost 125 49 149 and 49 respectively thanks in advance bob dohr the association bringing a kind word and a helpful spirit wherever we can we are the association a multi line macintosh bbs in grand blanc michigan echoes from fido internet familynet icdmnet k 12 plus 2gb files at 313 695 6955 hst v 32bis testify 2 0,i need to add to your message i have a major problem on my hands i have a rodime 60 series ro3000t external hard drive rodime is out of business and not writing any more drivers in particular drivers compatable with system 7 1 after talking to rodime they recommended the following hard drive manufacturers and their driver software that were compatable scsi hard drive manufacturer driver software fwb hard disk tool kit fwb hard disk tool kit personal la cie silverlining 5 2 or higher casa blanca driver software drive7 if anybody has experience with these driver software packages please reply if there is shareware out there i would like to get my hands on it i would much rather send a good developer the 25 or so because most of the software i mentioned if purchased would cost 125 49 149 and 49 respectively thanks in advance bob dohr the association bringing a kind word and a helpful spirit wherever we can we are the association a multi line macintosh bbs in grand blanc michigan echoes from fido internet familynet icdmnet k 12 plus 2gb files at 313 695 6955 hst v 32bis testify 2 0
the problem is this after starting up my machine it gives a high pitched sound once at the desktop also it only does it when the mouse is up or a menu is not showing as if i click the mouse the noise goes away for the amount of time the mouse is down also this problem only happens for about 5 10 minutes,the problem is this after starting up my machine it gives a high pitched sound once at the desktop also it only does it when the mouse is up or a menu is not showing as if i click the mouse the noise goes away for the amount of time the mouse is down also this problem only happens for about 5 10 minutes
,
subject says it all do any exist are they shareware where phil trodwell,subject says it all do any exist are they shareware where phil trodwell
i am looking for comments on xtree pro for windows i am thinking of buying the product but i have not even seen it yet thank you shane holland holland ug cs dal ca,i am looking for comments on xtree pro for windows i am thinking of buying the product but i have not even seen it yet thank you shane holland holland ug cs dal ca
hello can anyone give me their opinion on which system has got the best overall system performance 486 66dx2 with isa bus or 486 50dx2 with eisa bus the systems are equal in all other areas thanks in advance jesper honig spring spring diku dk if animals believed in god university of copenhagen denmark the devil would be a man,hello can anyone give me their opinion on which system has got the best overall system performance 486 66dx2 with isa bus or 486 50dx2 with eisa bus the systems are equal in all other areas thanks in advance jesper honig spring spring diku dk if animals believed in god university of copenhagen denmark the devil would be a man
has anybody seen empty everex s being sold i want the cube not the computer inards will it take standard at size motherboards thanks e mail please,has anybody seen empty everex s being sold i want the cube not the computer inards will it take standard at size motherboards thanks e mail please
the vatican library recently made a tour of the us can anyone help me in finding a ftp site where this collection is available,the vatican library recently made a tour of the us can anyone help me in finding a ftp site where this collection is available
i just bought a select 300 and rushed home to print some grayscale pictures for my kids when i discovered that grayscale and photograde are not available if you are using an se even if you are running with an 030 cpu you won t see this in the printer s docs and the apple rep didn t mention it to our users group either it seems that se roms won t support those features okay i guess i should have somehow known that this was the case let the buyer beware huh apple be that as it may i have been thinking about the problem and i m puzzled why can t a defencieny in the rom be made up for in software i write software for a living on unix platforms and i don t understand the it just can t be done responses i ve gotten from those i have asked so far isn t mode32 or somesuch piece of soft ware just such a fix anyway i was hoping someone knowledgeable about mac internals could set me straight is it simply impossible for a mac se to print grayscale or could someone armed with enough info and a little pro gramming experience cook something up that would supplement the rom s capabilities also how does one know if one s mac can support the grayscale and photograde that the select 300 is supposedly capable of short of buying the printer and trying it out like i did thanks for your help,i just bought a select 300 and rushed home to print some grayscale pictures for my kids when i discovered that grayscale and photograde are not available if you are using an se even if you are running with an 030 cpu you won t see this in the printer s docs and the apple rep didn t mention it to our users group either it seems that se roms won t support those features okay i guess i should have somehow known that this was the case let the buyer beware huh apple be that as it may i have been thinking about the problem and i m puzzled why can t a defencieny in the rom be made up for in software i write software for a living on unix platforms and i don t understand the it just can t be done responses i ve gotten from those i have asked so far isn t mode32 or somesuch piece of soft ware just such a fix anyway i was hoping someone knowledgeable about mac internals could set me straight is it simply impossible for a mac se to print grayscale or could someone armed with enough info and a little pro gramming experience cook something up that would supplement the rom s capabilities also how does one know if one s mac can support the grayscale and photograde that the select 300 is supposedly capable of short of buying the printer and trying it out like i did thanks for your help
because of some contract ibm is not allowed to sell its 486 chips to third parties so these chips are unlikely to become available in any non ibm machines i saw in this months pc or pc world an ad for computers using ibm s 486slc so i don t think ibm is restricted in selling their chips at least not anymore a clock tripled 486 even without coprocessor would be great especially with 16k on board cache make it 386 pin compatible and you have the chip upgrade that dreams are made of,because of some contract ibm is not allowed to sell its 486 chips to third parties so these chips are unlikely to become available in any non ibm machines i saw in this months pc or pc world an ad for computers using ibm s 486slc so i don t think ibm is restricted in selling their chips at least not anymore a clock tripled 486 even without coprocessor would be great especially with 16k on board cache make it 386 pin compatible and you have the chip upgrade that dreams are made of
i use a nanao 20 multisync and switch between a windows 1024x768 and a sparc 1 display works quite well at these resolutions michael c busby unix system support system engineer sr design environment automation compaq computer corporation internet mcb compaq com p o box 692000 m s 050701 uunet uunet cpqhou michaelb houston texas usa 77269 2000 phone 713 374 5638,i use a nanao 20 multisync and switch between a windows 1024x768 and a sparc 1 display works quite well at these resolutions michael c busby unix system support system engineer sr design environment automation compaq computer corporation internet mcb compaq com p o box 692000 m s 050701 uunet uunet cpqhou michaelb houston texas usa 77269 2000 phone 713 374 5638
this past winter i found myself spending a ridiculous amout of time in front of my computer since my eyes were going berserk i decided to shell out some serious money to upgrade from a 14 to a 17 monitor i m running 800x600 at 72 hz my eyes are very grateful however i find myself using a smaller font with less eye strain has anyone else had this kind of experience i thought that small fonts were the culprit but it seems that flicker was my real problem any comments,this past winter i found myself spending a ridiculous amout of time in front of my computer since my eyes were going berserk i decided to shell out some serious money to upgrade from a 14 to a 17 monitor i m running 800x600 at 72 hz my eyes are very grateful however i find myself using a smaller font with less eye strain has anyone else had this kind of experience i thought that small fonts were the culprit but it seems that flicker was my real problem any comments
d i am going to purchase a modem with a s r fax capability currently i d am considering suprav 32bis or global village teleport gold d d the global village averages about 100 more is there an advantage d d concerning fax do i need to be present when there are incoming fax d i e will the modem software recognize an incoming fax and store the d information once received can i use mac applications on the image d my telephone line seems pretty stable and i have the supra as well works great but with every passing day i fall behind on how many great 14 4s are out zoom is out of the question from what i m hearing at t has a great product from what i hear and the sportster is really cheap now too if you want to receive a fax your computer will have to be on but not the monitor and of course the modem you can set the number of rings that will receive the fax on a specific ring you set with fax stf software it s entirely up to you how to arrange that i ve had faxes sent to me which is great but i ve been home to set it i don t have a need to set fax receiving up all day also i hear there is a device that can channel all incoming phone signals for about 70 rumor also that the phone company can hook you up with the same gizmo for about 5 if that s what you need best of luck and write back if you d like more feedback freddie 1 2 5 clinton the tax man cometh cometh cometh keeps on coming,d i am going to purchase a modem with a s r fax capability currently i d am considering suprav 32bis or global village teleport gold d d the global village averages about 100 more is there an advantage d d concerning fax do i need to be present when there are incoming fax d i e will the modem software recognize an incoming fax and store the d information once received can i use mac applications on the image d my telephone line seems pretty stable and i have the supra as well works great but with every passing day i fall behind on how many great 14 4s are out zoom is out of the question from what i m hearing at t has a great product from what i hear and the sportster is really cheap now too if you want to receive a fax your computer will have to be on but not the monitor and of course the modem you can set the number of rings that will receive the fax on a specific ring you set with fax stf software it s entirely up to you how to arrange that i ve had faxes sent to me which is great but i ve been home to set it i don t have a need to set fax receiving up all day also i hear there is a device that can channel all incoming phone signals for about 70 rumor also that the phone company can hook you up with the same gizmo for about 5 if that s what you need best of luck and write back if you d like more feedback freddie 1 2 5 clinton the tax man cometh cometh cometh keeps on coming
could be better caching on the disk could be faster coil for seeks could be that the disk spins faster so data transfers faster could be that data is packed tighter so it transfers faster could be a faster scsi command decoder in the drive among other things,could be better caching on the disk could be faster coil for seeks could be that the disk spins faster so data transfers faster could be that data is packed tighter so it transfers faster could be a faster scsi command decoder in the drive among other things
i ve been trying to figure out a way to get adobe illustrator to auto trace exactly what i see on my screen but it misses the edges of templates by as many as 6 pixels or more resulting in images that are useless i need exact tracing not approximate i ve tried adjusting the freehand tolerances as well as autotrace tolerances but it doesn t help any suggestions,i ve been trying to figure out a way to get adobe illustrator to auto trace exactly what i see on my screen but it misses the edges of templates by as many as 6 pixels or more resulting in images that are useless i need exact tracing not approximate i ve tried adjusting the freehand tolerances as well as autotrace tolerances but it doesn t help any suggestions
on 4 20 93 tim keanini was heard to say regarding mac scsi spec tk from blast nntp crl com tim tk keanini tk tk i have a maciifx and i know that it is wired about its scsi chain tk tk i just bought a drive and i need to find out a few hardcore scsi tk question tk tk does the iifx scsi chain want to see active or passive termination tk tk does the iifx scsi spec want me to enable the initiation of the sdtr tk message tk tk what does the iifx scsi spec want as far as parity checking tk tk these are some very good questions for the faq if someone does not tk have time to answer these questions but does know where i can look tk them up please let me know and i will repost the answers for everyone tk to see tk read technote 273 it deals with more than any sane person wants to know about the iifx s scsi,on 4 20 93 tim keanini was heard to say regarding mac scsi spec tk from blast nntp crl com tim tk keanini tk tk i have a maciifx and i know that it is wired about its scsi chain tk tk i just bought a drive and i need to find out a few hardcore scsi tk question tk tk does the iifx scsi chain want to see active or passive termination tk tk does the iifx scsi spec want me to enable the initiation of the sdtr tk message tk tk what does the iifx scsi spec want as far as parity checking tk tk these are some very good questions for the faq if someone does not tk have time to answer these questions but does know where i can look tk them up please let me know and i will repost the answers for everyone tk to see tk read technote 273 it deals with more than any sane person wants to know about the iifx s scsi
hi i own a iisi and i m considering buying a powerbook can anyone give me a listing of all the models and tell me what i m looking for i e passive matrix vs active memory sizes upgradeability internal modems disk size if you could provide some prices too that would help i m not informed enough on powerbooks to know how well they operate i have been following the posts on some of the problems that have been encountered such as the trackball not working in the horizontal i would appreciate the list as well as any advice you may have,hi i own a iisi and i m considering buying a powerbook can anyone give me a listing of all the models and tell me what i m looking for i e passive matrix vs active memory sizes upgradeability internal modems disk size if you could provide some prices too that would help i m not informed enough on powerbooks to know how well they operate i have been following the posts on some of the problems that have been encountered such as the trackball not working in the horizontal i would appreciate the list as well as any advice you may have
i ve started to notice the same thing myself i m running dos 5 and win 3 1 so i can fix it from the windows control panel at times it is the date at others the clock seems to be running several minutes behind where it should be if you find out i d like to know also oh and i also leave my system running all the time,i ve started to notice the same thing myself i m running dos 5 and win 3 1 so i can fix it from the windows control panel at times it is the date at others the clock seems to be running several minutes behind where it should be if you find out i d like to know also oh and i also leave my system running all the time
i hear that the performa 450 is really an lciii with an internal modem can the modem part be obtained and installed in an lciii it would be nice if it were actually a powerbook internal modem but that might be too much to hope for,i hear that the performa 450 is really an lciii with an internal modem can the modem part be obtained and installed in an lciii it would be nice if it were actually a powerbook internal modem but that might be too much to hope for
i need definitions of the spec and dhrystone benchmarks any background material would also be welcome if anyoneand email something to me or point me to an anonymous ftp server i d appreciate it thanks al dykes,i need definitions of the spec and dhrystone benchmarks any background material would also be welcome if anyoneand email something to me or point me to an anonymous ftp server i d appreciate it thanks al dykes
the partition button in apple s hd setup lets you set up a ux and other types of partitions it won t let you create more than one normal mac volume you need silverlining or something similar to do that it will however allow you to take advantage of some possible unused space on your hard disk if you don t mind reformatting the whole thing,the partition button in apple s hd setup lets you set up a ux and other types of partitions it won t let you create more than one normal mac volume you need silverlining or something similar to do that it will however allow you to take advantage of some possible unused space on your hard disk if you don t mind reformatting the whole thing
i am involve in a distant learning project and am in need of jpeg and mpeg encode decode source and object code this is a not for profit project that once completed i hope to release to other educational and institutional learning centers this project requires that true photographic images be sent over plain telephone lines in addition if there is a real good gui lib with 3d objects and all types of menu classes that can be use at both end of the transaction server and terminal end i would like to hear about it we recently posted an rfd announcing the otg open telematic group that will concern itself with the developement of such application and that it would incorporate naplps jpeg mpeg voice ivr fax sprites animation fli flc etc at present only dos and unix environment is being worked on and it our hope that we can generate enough interest where all the major platform can be accomodated via a plaform independent api toolkit sdk we are of the mind that it is about time that such project and group be form to deal with these issues we want to setup a repository where these files may be access such as simte20 and start putting together a otg faq if you have some or any information that in your opinion would be of interest to the otg community and you like to see included in our first faq please send it email to the address below thanks in advance ed p o box 95901 atlanta ga 30347 0901 404 985 1198 zyxel 14 4 epimntl world std com ed pimentel gisatl fidonet org,i am involve in a distant learning project and am in need of jpeg and mpeg encode decode source and object code this is a not for profit project that once completed i hope to release to other educational and institutional learning centers this project requires that true photographic images be sent over plain telephone lines in addition if there is a real good gui lib with 3d objects and all types of menu classes that can be use at both end of the transaction server and terminal end i would like to hear about it we recently posted an rfd announcing the otg open telematic group that will concern itself with the developement of such application and that it would incorporate naplps jpeg mpeg voice ivr fax sprites animation fli flc etc at present only dos and unix environment is being worked on and it our hope that we can generate enough interest where all the major platform can be accomodated via a plaform independent api toolkit sdk we are of the mind that it is about time that such project and group be form to deal with these issues we want to setup a repository where these files may be access such as simte20 and start putting together a otg faq if you have some or any information that in your opinion would be of interest to the otg community and you like to see included in our first faq please send it email to the address below thanks in advance ed p o box 95901 atlanta ga 30347 0901 404 985 1198 zyxel 14 4 epimntl world std com ed pimentel gisatl fidonet org
it also runs os 2 character based apps and posix apps the dos 16bit and 32 bit windows apps run in a windows 32 bit subsystem if you consider the fact that nt has the lanman redirectors built in support for tcp ip built in support for netbeui comes with tcp utils like ping and an ftp client etc applications like schedule and a 32 bit version of msmail the storage argument isnt an issue i ran it on a 486 with 8mram and it did a ton of disk swapping with a 19m virtual memory paging file it functioned but it crawled this was the oct build i upgraded the machine to 16m and the performance is good at that point i installed the march build consider they are probably still working on the feature set and havent done a lot of fine tuning to the code yet i have little info on chicago so i cant make a comparison is it in beta is there anyone out there who has tested both and cares to make a comparison just my 0 02,it also runs os 2 character based apps and posix apps the dos 16bit and 32 bit windows apps run in a windows 32 bit subsystem if you consider the fact that nt has the lanman redirectors built in support for tcp ip built in support for netbeui comes with tcp utils like ping and an ftp client etc applications like schedule and a 32 bit version of msmail the storage argument isnt an issue i ran it on a 486 with 8mram and it did a ton of disk swapping with a 19m virtual memory paging file it functioned but it crawled this was the oct build i upgraded the machine to 16m and the performance is good at that point i installed the march build consider they are probably still working on the feature set and havent done a lot of fine tuning to the code yet i have little info on chicago so i cant make a comparison is it in beta is there anyone out there who has tested both and cares to make a comparison just my 0 02
op that worked was the macintosh software loop whatever that means i doubt this is a quadra specific problem i had to get rid of my venerable bernoulli 20 last year with enough cartridges purchased at 90 each to make the whole thing worth more than my whole computer the tech support guys at ocean microsystems suggested that some third party drivers might fix the problem in my case the cartridges wouldn t format mount partition for a ux hat the megadrives worked perfectly on both my mac plus and my powerbook 140 it was for this reason i assumed the problem had something to do with the quadra even with the quadra they mostly worked ok the problem occurred when i ejected a cartridge from a drive it would start popping up dialog boxes saying this cartridge must be formatted with jasmine driveware even though there was no cartridge in the drive mark t to format i have this confirmed from apple computer in sweden i work for a apple dealer as a service tech we had problems that quadras wanted to format a diskette or a syquest when ther was nothing in the drive this problem was fixed sytem 7 1 mikael fredriksson email mikael fredriksson macexchange se mac exchange bbs pl 3813 s 437 92 lindome sweden bbs 46 31 948290 5 lines fax 46 31 948294 fido 2 203 211 disclaimer mac exchange bbs cannot be held responsible for the contents of this message,op that worked was the macintosh software loop whatever that means i doubt this is a quadra specific problem i had to get rid of my venerable bernoulli 20 last year with enough cartridges purchased at 90 each to make the whole thing worth more than my whole computer the tech support guys at ocean microsystems suggested that some third party drivers might fix the problem in my case the cartridges wouldn t format mount partition for a ux hat the megadrives worked perfectly on both my mac plus and my powerbook 140 it was for this reason i assumed the problem had something to do with the quadra even with the quadra they mostly worked ok the problem occurred when i ejected a cartridge from a drive it would start popping up dialog boxes saying this cartridge must be formatted with jasmine driveware even though there was no cartridge in the drive mark t to format i have this confirmed from apple computer in sweden i work for a apple dealer as a service tech we had problems that quadras wanted to format a diskette or a syquest when ther was nothing in the drive this problem was fixed sytem 7 1 mikael fredriksson email mikael fredriksson macexchange se mac exchange bbs pl 3813 s 437 92 lindome sweden bbs 46 31 948290 5 lines fax 46 31 948294 fido 2 203 211 disclaimer mac exchange bbs cannot be held responsible for the contents of this message
hey all we have an old 1990 external hd attached to the plus in our lab it had given us flawless service until last week the problem someone in our lab has an old 512 that was upgraded a couple years ago to a plus with an aftermarket simm scsi setup digigraphics simmer the db25 scsi plug runs through the back of the machine and attaches to the board with a 26 pin rectangular connector well this guy had removed the back from the machine to put more memory in and had disconnected the the scsi plug since the 26 pin connector is symmetrical not keyed he may have reinstalled it upside down essentially reversing the pins on the db25 he came in and asked if he could try out our hd on his scsi port it had never been used naive fools that we are we said o k his computer failed to recognize the drive now none of the computers in our lab will recognize it we tried disk doctor and it doesn t recognize anything on the scsi chain could installing the scsi upside down have wrecked the hd s driver board the drive seems to spin up all right and unpark itself upon powerup the events are too coincidental to attribute the problem to stiction any help greatly appreciated,hey all we have an old 1990 external hd attached to the plus in our lab it had given us flawless service until last week the problem someone in our lab has an old 512 that was upgraded a couple years ago to a plus with an aftermarket simm scsi setup digigraphics simmer the db25 scsi plug runs through the back of the machine and attaches to the board with a 26 pin rectangular connector well this guy had removed the back from the machine to put more memory in and had disconnected the the scsi plug since the 26 pin connector is symmetrical not keyed he may have reinstalled it upside down essentially reversing the pins on the db25 he came in and asked if he could try out our hd on his scsi port it had never been used naive fools that we are we said o k his computer failed to recognize the drive now none of the computers in our lab will recognize it we tried disk doctor and it doesn t recognize anything on the scsi chain could installing the scsi upside down have wrecked the hd s driver board the drive seems to spin up all right and unpark itself upon powerup the events are too coincidental to attribute the problem to stiction any help greatly appreciated
we are trying to install a donated hard disk miniscribe vintage 1988 on a supercheap ancient compaq xt for use in education the only problem is that the supercheap compaq didn t come with the manual and i haven t been able to figure out how to start the setup program i began using pcs after 286s were invented so i have a couple of basic questions 1 did xt class computers even have setup programs 2 if they did or do how do i access it if anybody has any good advice on how to proceed or what to do next or what to look out for please let me know e mail is best but i ll also be watching the newsgroup postings thanks in advance robert,we are trying to install a donated hard disk miniscribe vintage 1988 on a supercheap ancient compaq xt for use in education the only problem is that the supercheap compaq didn t come with the manual and i haven t been able to figure out how to start the setup program i began using pcs after 286s were invented so i have a couple of basic questions 1 did xt class computers even have setup programs 2 if they did or do how do i access it if anybody has any good advice on how to proceed or what to do next or what to look out for please let me know e mail is best but i ll also be watching the newsgroup postings thanks in advance robert
been messin roun progman ini have ye i m gessing you ve been tuning the system that s the only way i can remember getting a blank screen from ctrl esc when one of the progman ini parameters was twinked to 0 or 3 can t remember i ve never seen win 3 do something like that on her own captain,been messin roun progman ini have ye i m gessing you ve been tuning the system that s the only way i can remember getting a blank screen from ctrl esc when one of the progman ini parameters was twinked to 0 or 3 can t remember i ve never seen win 3 do something like that on her own captain
reconditioned at a still well sounds like we need some kind of a lemon law on the hardware industry after all it does sound unfair to me for someone that has paid the price of a new drive for a reconditioned one what do you guys think,reconditioned at a still well sounds like we need some kind of a lemon law on the hardware industry after all it does sound unfair to me for someone that has paid the price of a new drive for a reconditioned one what do you guys think
at work we have a small appletalk network with 3 macs and couple of printers we also have a pc that has some specialized accounting software that we would like to operate from any of the macs we have soft pc and i have found that the software works just fine under it but i would like to have all of the data for the program reside at one place the pc hard disk so my question for you is actually questions 1 is there a board for the pc that will allow you to hook into an appletalk network 2 if 1 is possible is there any software hardware combination that will allow me to mount the pc hard disk as a networked disk on the macs so i can use soft pc to run the application 3 if 1 or 2 is impossible is there any other way to accomplish what i am after,at work we have a small appletalk network with 3 macs and couple of printers we also have a pc that has some specialized accounting software that we would like to operate from any of the macs we have soft pc and i have found that the software works just fine under it but i would like to have all of the data for the program reside at one place the pc hard disk so my question for you is actually questions 1 is there a board for the pc that will allow you to hook into an appletalk network 2 if 1 is possible is there any software hardware combination that will allow me to mount the pc hard disk as a networked disk on the macs so i can use soft pc to run the application 3 if 1 or 2 is impossible is there any other way to accomplish what i am after
jr0930 eve albany edu jr0930 albnyvms bitnet go heavy or go home,jr0930 eve albany edu jr0930 albnyvms bitnet go heavy or go home
i m still looking for fractint drivers or a new release which supports the 24bit color mode of the diamond speedstar 24x there are some 2 4 and 26 million colros drivers but none work with the 24x any help would be appreciated thanks chad,i m still looking for fractint drivers or a new release which supports the 24bit color mode of the diamond speedstar 24x there are some 2 4 and 26 million colros drivers but none work with the 24x any help would be appreciated thanks chad
on a related topic i have been searching with no success for a specification of the enhanced metafile format i have the original wmf format graphics file formats levine et al but no info on the 32 bit version any pointers,on a related topic i have been searching with no success for a specification of the enhanced metafile format i have the original wmf format graphics file formats levine et al but no info on the 32 bit version any pointers
g day all i m looking for a program to convert bmp images to gif tga or even ppm i d prefer a unix program but dos is fine also i ve seen alchemy for dos and some windows image viewers which can save an image in other formats but what i m after is a converter not a viewer any help would be apprieciated cheers stephen,g day all i m looking for a program to convert bmp images to gif tga or even ppm i d prefer a unix program but dos is fine also i ve seen alchemy for dos and some windows image viewers which can save an image in other formats but what i m after is a converter not a viewer any help would be apprieciated cheers stephen
